Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tanzanía,TZA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,197359339.6,1175689697,1395653073,1743024233,2012124079,2341885516,2702042734,3470565761,4369042063,4204051877,5242016814,5759615136,6133770761,6801895296,7164254487,9095920166,4897634853,5503879744,6009342993,5850572265,6433296457,6559510656,6669441127,6769309416,7228012553,7370950563,7344102231,7110106282,7513384451,7917712562,7199694580,6529484896,7166286411,7331000393,8640785964,8435259794,4117816817,5057655621,6058968074,7774208716,8937227660,10168038466,12050138175,13998265660,16234341799,18159958606,19449737096,21430961126,22362710249,24173647390,25546402957,28505860519,30169601612,
Uganda,UGA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,151676389.3,172358506.4,177715260.9,175538182.3,202067895.4,209213939.3,243891748.7,300756081.1,426836504.4,588284930.7,690503150.7,707175104.8,874408802.7,1009041290,1074247779,1238566867,1422906332,1935609125,1940761841,2196167748,2605823364,2803285021,2951348323,3052849509,3397572159,3608776798,3710237065,3907829290,3941902487,3537939247,3535147375,3768195791,4019812753,4577712718,4789438348,4460499217,1300697180,1653066727,2292861399,2763176528,2974602245,3262582094,3776131388,8559917108,8651413818,9570705818,10086179673,11672672164,12315104976,13971124696,17207223253,19217000098,19488352675,
Ucrania,UKR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550691959.6,3855492093,5636653268,8429952805,9538672858,11133852083,13073030722,15753044628,13915483185,22209140729,23485797435,25866011946,32109497694,35100157139,54269247858,80811501427,99522725087,1.05E+11,1.25E+11,1.37E+11,1.34E+11,1.47E+11,1.28E+11,1.19E+11,1.16E+11,1.24E+11,1.22E+11,1.25E+11,1.32E+11,1.36E+11,1.39E+11,
Ingreso mediano alto,UMC,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,36943133943,43025192635,51767231992,62195154840,79438676453,95900607877,1.18E+11,1.52E+11,1.83E+11,2.14E+11,2.59E+11,3.16E+11,3.56E+11,3.84E+11,4.04E+11,4.34E+11,4.72E+11,5.40E+11,5.38E+11,5.47E+11,5.96E+11,6.36E+11,7.55E+11,8.64E+11,9.76E+11,1.12E+12,1.19E+12,1.26E+12,1.41E+12,1.45E+12,1.40E+12,1.42E+12,1.44E+12,1.58E+12,1.70E+12,1.75E+12,1.96E+12,2.35E+12,2.47E+12,2.62E+12,3.19E+12,3.83E+12,4.27E+12,4.91E+12,5.28E+12,4.76E+12,4.98E+12,5.50E+12,5.85E+12,6.07E+12,6.31E+12,6.76E+12,6.39E+12,
Uruguay,URY,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos,USA,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistán,UZB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59702042.9,1031699376,1247180534,1801128710,2390088816,2929383835,3372052741,5310161204,4947978618,5211410617,5140357902,5321596557,5204729496,4631813976,4513825291,4660934675,5070478525,7290539348,7980789782,8209874497,8546334456,10209252055,12048984980,13385564471,15120130808,16348439565,17605909148,22957381679,33711073822,40841628713,49099467947,
San Vicente y las Granadinas,VCT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,1455000,739739.9,775370.6,2787896.7,3191053.4,3447069.1,3738360.1,4743825.9,5687595.1,7234320.1,10627041.1,18816945.8,21223599.3,25598113.5,24938323.4,27183652.6,31363091.2,41508524.1,48275112,52729174.8,62704235.8,68854801.5,76245651.3,101713065,114170293.9,118297375.1,122492508.5,117721039.1,136298403.3,193802389.1,195077653.9,195046431.7,175623164.1,199272731.1,228632793.9,252622855.6,243484201,201948941.4,232179973.8,246043909.7,295920078.1,304058669.5,288060123.5,311721412,340847124.2,343937309.5,333532529.1,335439396.4,323345869.9,351254245,414557764.5,529161291.9,581028566.7,
Venezuela,VEN,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,1493948523,1998462297,2613792346,2881229892,2722901170,2290475077,4998741538,10790569214,16630898663,24101915631,29382196363,32151261154,32181843814,38321053709,36900071989,35344224977,34349099349,34576906358,34742788820,32380476464,33172570888,34123003210,37849456577,37540190896,36943075421,35744361486,35763663050,44291613282,49473410650,48994306276,49458312658,46661754470,44711967936,46741849640,46331251765,50486224781,49404276758,65150126466,73153075386,94353254745,1.17E+11,1.35E+11,1.51E+11,1.54E+11,1.61E+11,1.67E+11,1.76E+11,1.76E+11,1.83E+11,1.86E+11,1.89E+11,1.93E+11,,
Islas Vírgenes Británicas,VGB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Islas Vírgenes (EE.UU.),VIR,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,25579000,42766000,52564000,54570000,61267000,174639228.8,191481041.4,617484768.8,20705352668,23270062150,23395041593,24389145841,24224319558,24855517887,25483320391,26309991483,21830829876,22512305267,23328780656,12841178044,12632834004,13342966639,15592997725,17631234907,18593542977,18752446328,23135389256,26497616053,32773324077,45021621602,54317424687,62250312591,66249485680,74733824699,81824874002,90484088512,1.10E+11,1.13E+11,1.22E+11,1.29E+11,1.40E+11,1.47E+11,
Vanuatu,VUT,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,3008900,4077203.2,10619149,12939707.6,15762868.4,18237361.2,23649703.4,26778350.6,30315049.9,38217710.6,34869375.1,36227064.6,40189501.8,45581300.9,48945486.7,47879676.1,48734564,64167377.7,87977202.2,112263772.8,122663924.1,160584256.7,161146227.6,153931970.5,100347467.5,110583704.2,127898893.3,148880846.8,153308882.3,177656192.9,178444531.3,182211940.2,158471630.7,203273624.2,256793136.3,293420900.7,401420199.8,402236822.4,441265525.7,455667428.4,490856951.6,484476173.2,
Mundo,WLD,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,2682000,2610000,4379777.5,9456791.6,13799580.8,17391126.3,22628900.5,31252284.1,41241571.8,52517271.4,59194566.4,62601249.9,65784847.2,67685684.9,73522284.2,75130478.4,74756808.8,79618722.4,74958145.3,73538371.7,91806619.4,113648764.5,117763888.7,140498861,154590275,160047723.2,153447044.2,138788873.6,143914846.6,148001778.4,139172179.4,135466609.5,148295167,168610857.8,176496322.7,169098029.9,165440757.3,187694141.1,207365268.1,252885686.9,325098258.9,368308475.7,422904430.8,467876307.3,483662948.9,466304621,444079880.5,473243541.6,446524190.6,434855300.1,477180399.1,493266400.9,459273052.2,
Kosovo,XKX,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75993698.1,72140059,69583145.7,75274464.8,82275800.7,85987699.1,79136411.6,83296240.5,534737934.6,709873305.5,1725715832,1455549980,1699829129,2002395874,2220795034,2242255050,2158469237,2124776280,2504239068,2325738781,2428181907,3088257306,3344115219,3638713633,
"Yemen, Rep. del",YEM,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,48815506.2,99158610.5,258062210.8,375394628.1,440332332.8,535432160.6,723293193.2,926935662.4,1174998805,1685753387,2041160549,2404743954,2797978898,3003210500,3340615614,3883330455,4587006088,5247816353,5594823729,6354026973,6475141179,6573081091,5944866678,6153597465,6250665953,6399965191,3917093654,5778379331,5132268504,5152412926,5187675837,5323448564,5480632069,5603364949,5477559320,5713770653,6155419538,6228636614,6799196018,6504445072,6429107186,7585844974,7688888676,7723142217,7298886700,7062871731,7193099658,7036509959,7055219066,7120836024,7601630730,7351067998,
Sudáfrica,ZAF,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21670999666,25357999879,26050000159,30633902796,26014665566,25719837976,26668247021,25680208731,35100005788,40112300679,44011450240,45092242707,57942874011,72806266042,74274060701,84376757970,1.15E+11,1.24E+11,1.48E+11,1.42E+11,1.49E+11,1.28E+11,1.44E+11,1.75E+11,1.80E+11,1.91E+11,1.75E+11,1.69E+11,1.72E+11,
Zambia,ZMB,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,813521836.3,857443206,943514892.4,1030648296,1196332640,1681371684,1893531434,2336027269,2578001425,3039848240,3252576759,3609972787,3662594056,3745387538,3751427553,4487171832,5633318266,6480343008,6694151925,6553433177,6904814239,6958488380,6700065956,6477914988,6808521301,6957808472,7060056954,6659848622,6870434147,5953049691,5811480208,6189776538,6674675453,6874311298,7540236740,5370071043,2255759668,2752986901,2996957382,3700015837,4373205587,5247611513,6262077703,6987703693,9967794979,12623242334,16090006465,24088625850,25041107494,29767787495,29986574359,27344991378,28700808783,
Zimbabwe,ZWE,"Deuda externa acumulada, total (DOD, US$ a precios actuales)",DT.DOD.DECT.CD,,,,,,,,,,,232362560,238495570.1,218822503.6,217482194.3,217428044,186854615.4,143900096.4,199462732,446075279.6,559236734.4,785615492.4,1259851748,1874292580,2199842233,2190638146,2431222427,2646241108,2920820002,2731040075,2854663012,3317718663,3516023399,4171081079,4315939424,4566492633,5081073843,5078066552,4965635218,4686548621,4422807013,3923483059,3738737154,4051959434,4680106439,5030590042,4538346912,5008412859,5819180883,5820976709,6157242479,6763508196,7390606423,8889971470,8419189308,8359312611,9648657301,11468175295,12524279802,12655659121,12295609241,12793015300,13760562204,13793725652,
